Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Starview Bay @ Forest City, Gelang Patah, Johor",1600,893,2.0,2.0,Apartment,Fully Furnished,"Jalan Forest City, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Olive, Sepang, Selangor",2000,818,3.0,2.0,Condominium,Fully Furnished,"Jalan Sunsuria 1, Bandar Sunsuria, 43900 Sepang, Selangor",Sepang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Desa Dua Aman Puri, Kepong, Kuala Lumpur",900,850,3.0,2.0,Apartment,Partially Furnished,"Lorong D1/5, Desa Aman Puri, 52200 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Minimart, Jogging Track",False
"Riverville Residences, Old Klang Road, Kuala Lumpur",2400,1201,3.0,2.0,Condominium,Fully Furnished,"Jalan Taman Sri Sentosa, Taman Sri Sentosa, 58000 Old Klang Road, Kuala Lumpur",Old Klang Road,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Iconic Vue, Batu Ferringhi, Penang",1800,850,3.0,2.0,Apartment,Fully Furnished,"Persiaran Sungai Emas, 11000 Batu Ferringhi, Penang",Batu Ferringhi,Penang,"Parking, Security, Playground",False
"Nusa Heights, Iskandar Puteri, Johor",1500,520,1.0,1.0,Condominium,Fully Furnished,"Jalan Gelang Patah, Taman Nusa Puncak, 81550 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Setapak, Kuala Lumpur",1700,588,3.0,2.0,2.5-storey Terraced House,Partially Furnished,"Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track",False
"Duta Perintis, Puncak Alam, Selangor",1500,850,3.0,2.0,Apartment,Not Furnished,"Bandar Alam Suria, 42300 Puncak Alam, Selangor",Puncak Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Hyde Tower @ i-City, Shah Alam, Selangor",1750,660,2.0,1.0,Service Residence,Fully Furnished,"Jalan Plumbum 7/102, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Masreca n19eteen (Masreca-19), Cyberjaya, Selangor",1500,850,3.0,2.0,Apartment,Partially Furnished,"Persiaran Rimba Permai, Cyber 10, 63200 Cyberjaya, Selangor",Cyberjaya,Selangor,"Parking, Security, Lift, Playground, Multipurpose hall",False
"Vertu Resort @ Aspen Vision City, Batu Kawan, Penang",2400,1050,3.0,2.0,Condominium,Fully Furnished,"Persiaran Cassia Barat 6, Bandar Cassia, 14100 Batu Kawan, Penang",Batu Kawan,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Zen, Gelugor, Penang",2200,1050,3.0,2.0,Condominium,Fully Furnished,"Persiaran Bayan Mutiara 3, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Tri Pinnacle, Tanjong Tokong, Penang",1500,800,3.0,2.0,Condominium,Partially Furnished,"Persiaran Halia 3, 10470 Tanjong Tokong, Penang",Tanjong Tokong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Country Garden Forest City, Gelang Patah, Johor",1150,517,2.0,1.0,Service Residence,Fully Furnished,"Off Jalan Forest City-Lebuhraya Tanjung Pelepas, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Club house, Jogging Track",False
"Bangsar, Kuala Lumpur",8500,7000,6.0,5.0,Bungalow House,Partially Furnished,"Bangsar, Kuala Lumpur",Bangsar,Kuala Lumpur,"Parking, Security, Playground, Minimart, Jogging Track",False
"The Venus (Pangsapuri Sejati), Sitiawan, Perak",1500,1948,3.0,2.0,Apartment,Fully Furnished,"Lorong Sejati 10, Taman Sejati, 32000 Sitiawan, Perak",Sitiawan,Perak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track",False
"Tasek Gelugor, Penang",1300,1600,4.0,2.0,Terraced House,Not Furnished,"Tasek Gelugor, Penang",Tasek Gelugor,Penang,"Parking, Playground, Minimart",False
"Vivo Executive Apartment, Batu Kawan, Penang",1550,830,3.0,2.0,Service Residence,Fully Furnished,"Persiaran Cassia Barat 7, Bandar Cassia, 14110 Batu Kawan, Penang",Batu Kawan,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",False
"Kenwingston Platz, Setapak, Kuala Lumpur",2600,1010,4.0,2.0,Service Residence,Fully Furnished,"Jalan Gombak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Residensi Desa Satumas, Taman Desa, Kuala Lumpur",1600,850,3.0,2.0,Condominium,Partially Furnished,"No.264, Jalan Desa, Taman Desa, 58100 Taman Desa, Kuala Lumpur",Taman Desa,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Taman Nelly Phase 8D, Kota Kinabalu, Sabah",1200,242,1.0,1.0,Apartment,Fully Furnished,"Lorong Pic, Taman Nelly, 88450 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Minimart",False
"Grand Medini, Iskandar Puteri, Johor",1400,447,1.0,1.0,Condominium,Not Furnished,"Jalan Medini Utara 8, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kota Kemuning, Selangor",1600,1300,4.0,3.0,2-storey Terraced House,Partially Furnished,"Kota Kemuning, Selangor",Kota Kemuning,Selangor,"Parking, Security, Sauna",False
"Encorp Marina Puteri Harbour, Iskandar Puteri, Johor",2200,1147,2.0,2.0,Service Residence,Fully Furnished,"Persiaran Dato' Seri Amar, Kota Iskandar, 79100 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Mutiara Residence, Seri Kembangan, Selangor",2496,1626,5.0,4.0,Service Residence,Partially Furnished,"Off Jalan Raya 4, Taman Serdang Jaya, 43300 Seri Kembangan, Selangor",Seri Kembangan,Selangor,"Parking, Security, Swimming Pool, Gymnasium, Barbeque area",False
"Grand Medini, Iskandar Puteri, Johor",2600,947,3.0,2.0,Condominium,Fully Furnished,"Jalan Medini Utara 8, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Meridin Suites Residences @ The Meridin, Iskandar Puteri, Johor",1200,430,1.0,1.0,Apartment,Partially Furnished,"Persiaran Medini Utara 3, Off Lebuh Medini Utama, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Pangsapuri Melor (Puchong Prima), Puchong, Selangor",650,650,3.0,2.0,Apartment,Not Furnished,"Persiaran Prima Utama, Taman Puchong Prima, 47100 Puchong, Selangor",Puchong,Selangor,Parking,False
"Vivo Executive Apartment, Batu Kawan, Penang",1500,703,3.0,2.0,Apartment,Fully Furnished,"Persiaran Cassia Barat 7, Bandar Cassia, 14110 Batu Kawan, Penang",Batu Kawan,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Empire Damansara, Damansara Perdana, Selangor",1100,400,1.0,1.0,Service Residence,Partially Furnished,"Jalan PJU 8/8, 47820 Damansara Perdana, Selangor",Damansara Perdana,Selangor,"Parking, Security, Lift, Minimart, Club house, Jogging Track",False
"Iskandar Residences Medini, Iskandar Puteri, Johor",3500,1651,4.0,5.0,Condominium,Fully Furnished,"Persiaran Medini Utara 3, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"The Peak SOHO, Kota Kinabalu, Sabah",2500,920,2.0,2.0,Condominium,Fully Furnished,"Jalan Signal Hill Park, 88400 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Gymnasium",False
"Main Place Residence, USJ, Selangor",1600,650,2.0,1.0,Service Residence,Fully Furnished,"Jalan USJ 21/10, Persiaran Kewajipan, 47630 USJ, Selangor",USJ,Selangor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"D'Sara Sentral, Sungai Buloh, Selangor",2300,963,2.0,2.0,Service Residence,Fully Furnished,"Jalan Welfare, Kampung Baru Sungai Buloh, 40160 Sungai Buloh, Selangor",Sungai Buloh,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Pangsapuri Gapura Bayu, Kajang, Selangor",900,750,3.0,2.0,Apartment,Partially Furnished,"Jalan Puncak Utama 2/7, Jade Hills, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Playground",False
"Beranang, Selangor",1200,1000,3.0,2.0,Townhouse,Fully Furnished,"Beranang, Selangor",Beranang,Selangor,"Parking, Security, Playground, Gymnasium, Minimart, Multipurpose hall, Jogging Track",False
"The Light Linear @ The Light Waterfront, Gelugor, Penang",3000,1475,3.0,3.0,Condominium,Fully Furnished,"No.2, Jalan Pantai Sinaran, 11700 Gelugor, Penang",Gelugor,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court",False
"Bayu Villa, Klang, Selangor",1200,1851,4.0,4.0,Apartment,Not Furnished,"Jalan Batu Unjur 9, Taman Bayu Perdana, 41200 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground",False
"Platinum Splendor Residensi Semarak, Keramat, Kuala Lumpur",1800,1184,4.0,2.0,Condominium,Not Furnished,"Jalan Lestari, Kampung Padang Tembak, 54000 Keramat, Kuala Lumpur",Keramat,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Taman Suria Phase 2 Apartment, Sandakan, Sabah",1300,1018,3.0,2.0,Apartment,Partially Furnished,"Off Jalan Lintas Sibuga, Mile 6, 90000 Sandakan, Sabah",Sandakan,Sabah,"Parking, Security, Lift, Playground",False
"Kluang, Johor",800,1540,4.0,3.0,2-storey Terraced House,Not Furnished,"Kluang, Johor",Kluang,Johor,Parking,False
"Changkat View Condominium, Solaris Dutamas, Kuala Lumpur",1700,1033,2.0,2.0,Condominium,Partially Furnished,"18, Jalan Dutamas Raya, Taman Segambut Sppk, 51200 Solaris Dutamas, Kuala Lumpur",Solaris Dutamas,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Tennis Court",False
"Iskandar Puteri, Johor",3300,2400,5.0,4.0,2-storey Terraced House,Partially Furnished,"Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Playground",False
"The Sky @ Tripark, Bukit Mertajam, Penang",1700,1400,4.0,2.0,Condominium,Fully Furnished,"Jalan Seladang, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Klang, Selangor",1600,2018,4.0,3.0,2-storey Terraced House,Partially Furnished,"Klang, Selangor",Klang,Selangor,None,False
"Taman Lone Pine (Medium Low Cost), Paya Terubong, Penang",780,550,2.0,1.0,Flat,Partially Furnished,"Block 21-23, Lebuhraya Thean Teik, 11060 Paya Terubong, Penang",Paya Terubong,Penang,"Parking, Security, Lift, Minimart, Multipurpose hall",False
"Tanjung Bungah, Penang",5100,6000,5.0,4.0,Semi-Detached House,Not Furnished,"Tanjung Bungah, Penang",Tanjung Bungah,Penang,None,False
"Apartment Anggerik (Desa Pandan), Desa Pandan, Kuala Lumpur",1200,800,3.0,2.0,Apartment,Partially Furnished,"Jalan 2/76a, Desa Pandan, 55100 Desa Pandan, Kuala Lumpur",Desa Pandan,Kuala Lumpur,"Playground, Minimart",False
"Villaria (Petaling Jaya), Petaling Jaya, Selangor",1600,1200,3.0,2.0,Condominium,Partially Furnished,"Jalan PJS 5/32, 46150 Petaling Jaya, Selangor",Petaling Jaya,Selangor,"Parking, Security, Swimming Pool, Playground, Tennis Court",False
"Banting, Selangor",600,850,2.0,1.0,Others,Not Furnished,"Banting, Selangor",Banting,Selangor,None,False
"Setia V Residences, Georgetown, Penang",4000,1376,2.0,2.0,Condominium,Fully Furnished,"Lorong Burma, 10250 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Taman Duta, Kuala Lumpur",13000,16000,7.0,7.0,Bungalow House,Partially Furnished,"Taman Duta, Kuala Lumpur",Taman Duta,Kuala Lumpur,None,False
"Koi Kinrara, Puchong, Selangor",1800,1221,3.0,2.0,Service Residence,Fully Furnished,"Jalan Pipit, Bandar Puchong Jaya, 47100 Puchong, Selangor",Puchong,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Squash Court",False
"Putrajaya, Putrajaya",8000,4000,6.0,6.0,Link Bungalow,Partially Furnished,"Putrajaya, Putrajaya",Putrajaya,Putrajaya,"Swimming Pool, Playground",False
"Shah Alam, Selangor",2100,1600,4.0,3.0,2-storey Terraced House,Partially Furnished,"Shah Alam, Selangor",Shah Alam,Selangor,None,False
"Scarletz Suites @ KL City Centre, KLCC, Kuala Lumpur",2790,450,1.0,1.0,Apartment,Fully Furnished,"Lorong Yap Kwan Seng, Kampung Baru, 50450 KLCC, Kuala Lumpur",KLCC,Kuala Lumpur,"Security, Lift, Swimming Pool, Gymnasium",False
"Imperial Residence Cheras, Cheras, Selangor",1100,1200,3.0,2.0,Condominium,Partially Furnished,"Jalan Mas Utama Off Cheras-Kajang Highway, Taman Sri Aman, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Klang, Selangor",1400,880,3.0,2.0,2-storey Terraced House,Not Furnished,"Klang, Selangor",Klang,Selangor,None,False
"Aliff Heights (Residensi Mutiara Indah), Tampoi, Johor",2200,850,2.0,2.0,Service Residence,Fully Furnished,"Jalan Indah, Taman Indah, 81200 Tampoi, Johor",Tampoi,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Amansuri Residences, Alor Setar, Kedah",2800,1576,4.0,4.0,Condominium,Fully Furnished,"No.99, Lebuhraya Darul Aman, Kampung Lubok Peringgi, 5100 Alor Setar, Kedah",Alor Setar,Kedah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Leader Garden, Tanjung Bungah, Penang",1600,1100,3.0,2.0,Condominium,Fully Furnished,"No 1, Jalan Chee Seng 13, 11200 Tanjung Bungah, Penang",Tanjung Bungah,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",False
"Meridin Bayvue, Masai, Johor",1600,980,3.0,2.0,Service Residence,Partially Furnished,"Off JB East Coast Pkwy, Taman Sierra Perdana, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kuching, Sarawak",2000,1,3.0,3.0,2-storey Terraced House,Fully Furnished,"Kuching, Sarawak",Kuching,Sarawak,None,False
"Gold Coast, Bayan Lepas, Penang",2500,1400,3.0,2.0,Condominium,Fully Furnished,"Persiaran Bayan Indah, Pantai Jerejak, 11900 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",False
"Cyberjaya, Selangor",1800,550,1.0,1.0,Others,Fully Furnished,"Cyberjaya, Selangor",Cyberjaya,Selangor,None,False
"The Sky @ Tripark, Bukit Mertajam, Penang",1850,1300,4.0,2.0,Condominium,Fully Furnished,"Jalan Seladang, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Idaman Abadi, Kajang, Selangor",1000,1040,3.0,2.0,Condominium,Partially Furnished,"Persiaran Tropicana Heights 1B, Bandar Teknologi Kajang, 43500 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Grand Medini, Iskandar Puteri, Johor",1500,500,1.0,1.0,Condominium,Fully Furnished,"Jalan Medini Utara 8, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",False
"Alma, Penang",900,1100,3.0,1.0,1-storey Terraced House,Partially Furnished,"Alma, Penang",Alma,Penang,None,False
"Kenwingston Platz, Setapak, Kuala Lumpur",1850,700,2.0,2.0,Service Residence,Fully Furnished,"Jalan Gombak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"The Grand Subang Jaya @ SS15, Subang Jaya, Selangor",2700,563,2.0,1.0,Service Residence,Fully Furnished,"Jalan SS15/8a, SS15, 47500 Subang Jaya, Selangor",Subang Jaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Mahkota Residence Apartment, Cheras, Selangor",1300,1200,3.0,2.0,Apartment,Partially Furnished,"Persiaran Mahkota Residence, Bandar Mahkota Cheras, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"1 Sulaman Condominium, Kota Kinabalu, Sabah",1400,700,2.0,2.0,Apartment,Partially Furnished,"1 Sulaman Condominium, Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"One World 2 (1-Sky), Bayan Lepas, Penang",2200,1380,3.0,2.0,Condominium,Fully Furnished,"Tingkat Mahsuri, OFF Jalan Mahsuri, 11950 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Emerald Residence @ Mahkota Cheras, Cheras, Selangor",1600,1266,3.0,2.0,Condominium,Fully Furnished,"Jalan Permaisuri, Bandar Mahkota Cheras, 43200 Cheras, Selangor",Cheras,Selangor,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area",False
"MIRAI Residences, Kajang, Selangor",1000,700,3.0,2.0,Service Residence,Partially Furnished,"Off Jalan Kajang Villa, Kajang 2, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"LakePark Residence @ KL North, Selayang, Selangor",2500,1265,3.0,3.0,Service Residence,Fully Furnished,"Jalan 1/2B, Off, Jalan Ipoh, Selayang, 68100 Selayang, Selangor",Selayang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"The Elysia Park Residence @ Medini, Iskandar Puteri, Johor",2300,850,2.0,2.0,Condominium,Fully Furnished,"Persiaran Medini 8/1, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Neu Suites, Ampang, Kuala Lumpur",950,180,1.0,1.0,Service Residence,Fully Furnished,"Jalan Nipah, Kampung Berembang, 55000 Ampang, Kuala Lumpur",Ampang,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Multipurpose hall",False
"Emira Residence @ Shah Alam, Shah Alam, Selangor",2800,1238,3.0,2.0,Service Residence,Partially Furnished,"Jalan Akuatik 13/64A, Seksyen 13, 40100 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",False
"Skysuites @ Meldrum Hills, Johor Bahru, Johor",3000,1345,3.0,2.0,Service Residence,Fully Furnished,"Jalan Bukit Meldrum, Tanjung Puteri, 80300 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Horizon Suites, Dengkil, Selangor",750,239,1.0,1.0,Service Residence,Fully Furnished,"Off Persiaran Sunsuria, Bandar Sunsuria, 43900 Dengkil, Selangor",Dengkil,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna",False
"Sentosa Residence, Bukit Mertajam, Penang",1600,1380,3.0,2.0,Condominium,Partially Furnished,"Lorong Maju, Off Jalan Maju, Pusat Perniagaan Maju Jaya, 14000 Bukit Mertajam, Penang",Bukit Mertajam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Birch Regency @ Penang Times Square, Georgetown, Penang",2000,950,2.0,2.0,Condominium,Fully Furnished,"Jalan Timah, Off Kampung Jawa Baru, 10150 Georgetown, Penang",Georgetown,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna",False
"Casa Green (Cheras), Cheras, Selangor",3000,1873,4.0,4.0,Condominium,Fully Furnished,"Taman Seri Minang, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",False
"Taman Lone Pine (Medium Low Cost), Paya Terubong, Penang",600,550,2.0,1.0,Apartment,Partially Furnished,"Block 21-23, Lebuhraya Thean Teik, 11060 Paya Terubong, Penang",Paya Terubong,Penang,"Parking, Security",False
