Name,Price,Size,Number of beds,Number of bathrooms,Type,Furnished Status,Location,District,State,Facilities,Public transport
"Pangsapuri Mutiara (Balakong Jaya), Cheras, Selangor",900,741,3.0,2.0,Apartment,Not Furnished,"Jalan Balakong Jaya 1, Taman Balakong Jaya, 43200 Cheras, Selangor",Cheras,Selangor,"Parking, Playground, Barbeque area",False
"【MURAHhh SANGAtt】Pangsapuri SENTOSA Setia Taipan READY MOVE IN, Setia Alam, Selangor",600,650,3.0,2.0,Apartment,Partially Furnished,"【MURAHhh SANGAtt】Pangsapuri SENTOSA Setia Taipan READY MOVE IN, Setia Alam, Selangor",Setia Alam,Selangor,"Parking, Security, Playground, Multipurpose hall",False
"Sky Suites @ KLCC, KLCC, Kuala Lumpur",4100,800,3.0,2.0,Service Residence,Fully Furnished,"Jalan P. Ramlee, 50250 KLCC, Kuala Lumpur",KLCC,Kuala Lumpur,"Security, Lift",False
"Arte Cheras, Cheras, Kuala Lumpur",2200,800,2.0,2.0,Service Residence,Fully Furnished,"Jalan Cheras, Taman Midah, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Gymnasium, Barbeque area, Multipurpose hall",False
"Bandar Botanic, Selangor",2200,1400,4.0,3.0,2-storey Terraced House,Fully Furnished,"Bandar Botanic, Selangor",Bandar Botanic,Selangor,Security,False
"PPA1M Mercu Jalil, Bukit Jalil, Kuala Lumpur",1900,1000,3.0,2.0,Apartment,Partially Furnished,"Jalan Jalil Impian, Off Jalan Bukit Jalil Indah, 57000 Bukit Jalil, Kuala Lumpur",Bukit Jalil,Kuala Lumpur,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",False
"Ampang Hilir, Kuala Lumpur",1800,1562,4.0,3.0,Terraced House,Partially Furnished,"Ampang Hilir, Kuala Lumpur",Ampang Hilir,Kuala Lumpur,"Parking, Playground, Jogging Track",False
"Central Park, Greenlane, Penang",4000,2620,5.0,4.0,Condominium,Fully Furnished,"Lebuhraya Jelutong, 11600 Greenlane, Penang",Greenlane,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Queensville, Cheras, Kuala Lumpur",1850,526,1.0,1.0,Condominium,Fully Furnished,"Jalan Sri Permaisuri, Bandar Sri Permaisuri, 56000 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Sunway Avila Residences, Wangsa Maju, Kuala Lumpur",3600,1300,4.0,3.0,Service Residence,Fully Furnished,"Jalan Seri Wangsa 1, Taman Sri Rampai, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Vivo Executive Apartment, Batu Kawan, Penang",1500,700,3.0,2.0,Apartment,Fully Furnished,"Persiaran Cassia Barat 7, Bandar Cassia, 14110 Batu Kawan, Penang",Batu Kawan,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kajang, Selangor",1800,3000,4.0,3.0,2-storey Terraced House,Partially Furnished,"Kajang, Selangor",Kajang,Selangor,"Parking, Security, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track, Tennis Court",False
"Bukit Jalil, Kuala Lumpur",4500,3050,7.0,4.0,3-storey Terraced House,Fully Furnished,"Bukit Jalil, Kuala Lumpur",Bukit Jalil,Kuala Lumpur,None,False
"Vista Komanwel C, Bukit Jalil, Kuala Lumpur",2000,1201,3.0,2.0,Apartment,Fully Furnished,"Jalan Jalil Perkasa 19, Bandar Bukit Jalil, 57000 Bukit Jalil, Kuala Lumpur",Bukit Jalil,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Setia Indah, Johor",2000,1170,4.0,3.0,2-storey Terraced House,Partially Furnished,"Setia Indah, Johor",Setia Indah,Johor,None,False
"One 49 Residence, Johor Bahru, Johor",1800,850,3.0,2.0,Service Residence,Fully Furnished,"Jalan Kunyit, Taman Sri Amar, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Putra Heights, Selangor",3199,2200,5.0,4.0,2-storey Terraced House,Partially Furnished,"Putra Heights, Selangor",Putra Heights,Selangor,None,False
"Pusat Bandar Puchong, Puchong, Selangor",1200,800,3.0,1.0,Apartment,Partially Furnished,"Off Lebuhraya Damansara-Puchong, Pusat Bandar Puchong, 47100 Puchong, Selangor",Puchong,Selangor,Minimart,False
"PPAM Setapak Riviera, Setapak, Kuala Lumpur",1800,1000,3.0,2.0,Apartment,Partially Furnished,"Jalan Kampung Bandar Dalam, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Playground, Multipurpose hall",False
"Sungai Nibong, Penang",2500,1800,4.0,3.0,2-storey Terraced House,Partially Furnished,"Sungai Nibong, Penang",Sungai Nibong,Penang,None,False
"Skudai, Johor",1900,1400,4.0,3.0,2-storey Terraced House,Partially Furnished,"Skudai, Johor",Skudai,Johor,None,False
"Eco Bloom @ Eco Meadows, Simpang Ampat, Penang",1350,801,2.0,2.0,Condominium,Fully Furnished,"Jalan Eco Meadows Off Jalan Paboi, 14100 Simpang Ampat, Penang",Simpang Ampat,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ferringhi Delima Condominium, Batu Ferringhi, Penang",1100,721,3.0,2.0,Condominium,Fully Furnished,"Persiaran Sungai Emas, 11000 Batu Ferringhi, Penang",Batu Ferringhi,Penang,"Parking, Security, Lift, Swimming Pool, Playground",False
"Setia Alam, Selangor",5500,2589,4.0,5.0,Semi-Detached House,Partially Furnished,"Setia Alam, Selangor",Setia Alam,Selangor,None,False
"Pangsapuri Lili, Puchong, Selangor",650,650,3.0,2.0,Apartment,Partially Furnished,"Persiaran Puchong Permai, Taman Puchong Prima, 47100 Puchong, Selangor",Puchong,Selangor,"Playground, Minimart",False
"Idaman Senibong Apartment, Masai, Johor",1000,850,3.0,2.0,Apartment,Not Furnished,"Jalan Persiaran Senibong, Bandar Baru Permas Jaya, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Saville Residence, Old Klang Road, Kuala Lumpur",2300,1388,5.0,3.0,Condominium,Fully Furnished,"No.128, Jalan Klang Lama, 58000 Old Klang Road, Kuala Lumpur",Old Klang Road,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"MiNest Residence, Sentul, Kuala Lumpur",1700,822,3.0,2.0,Service Residence,Partially Furnished,"Jalan Sinar Sentul, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Saville @ Kajang, Kajang, Selangor",1800,855,3.0,2.0,Service Residence,Fully Furnished,"Jalan Reko, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart",False
"Setia Alam, Selangor",4500,3400,5.0,6.0,Semi-Detached House,Partially Furnished,"Setia Alam, Selangor",Setia Alam,Selangor,Parking,False
"Palazio, Johor Bahru, Johor",1650,484,1.0,1.0,Service Residence,Fully Furnished,"Jalan Mutiara Emas 9/23, Taman Mount Austin, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Anjung Hijau (Greenfields), Bukit Jalil, Kuala Lumpur",1500,800,3.0,2.0,Condominium,Partially Furnished,"Jalan Jalil Perkasa 1, 57000 Bukit Jalil, Kuala Lumpur",Bukit Jalil,Kuala Lumpur,"Parking, Security, Playground, Barbeque area, Minimart, Jogging Track",False
"Saville @ Jalan Klang Lama, Old Klang Road, Kuala Lumpur",2300,1388,5.0,3.0,Condominium,Partially Furnished,"Jalan Klang Lama, 58000 Old Klang Road, Kuala Lumpur",Old Klang Road,Kuala Lumpur,"Parking, Security, Swimming Pool, Playground, Sauna, Minimart",False
"Sunway Avila Residences, Wangsa Maju, Kuala Lumpur",2200,750,2.0,2.0,Service Residence,Fully Furnished,"Jalan Seri Wangsa 1, Taman Sri Rampai, 53300 Wangsa Maju, Kuala Lumpur",Wangsa Maju,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Astana Lumayan, Cheras, Kuala Lumpur",2000,1207,4.0,2.0,Service Residence,Partially Furnished,"Jalan Tasik Permaisuri 3, Bandar Sri Permaisuri, 56100 Cheras, Kuala Lumpur",Cheras,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"M Centura, Sentul, Kuala Lumpur",1800,854,3.0,2.0,Service Residence,Partially Furnished,"Jalan Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
"Asia Heights, Ayer Itam, Penang",1400,890,3.0,2.0,Condominium,Fully Furnished,"Lorong Semarak Api 3, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Trifolis Apartment, Klang, Selangor",1400,900,3.0,2.0,Apartment,Not Furnished,"Jalan Batu Nilam 36/KS6, Bandar Bukit Tinggi 2, 41200 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area",False
"M Centura, Sentul, Kuala Lumpur",1350,650,2.0,1.0,Service Residence,Not Furnished,"Jalan Sentul Pasar, 51000 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Acacia Residences, Sepang, Selangor",1600,850,3.0,2.0,Service Residence,Fully Furnished,"Jalan Kenanga 1/6, Taman Kenanga, 43900 Sepang, Selangor",Sepang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall",False
"Puchong, Selangor",1400,1421,4.0,2.0,Townhouse,Partially Furnished,"Puchong, Selangor",Puchong,Selangor,"Parking, Playground, Barbeque area, Jogging Track",False
"MiNest Residence, Sentul, Kuala Lumpur",1600,800,3.0,2.0,Condominium,Partially Furnished,"Jalan Sinar Sentul, 51100 Sentul, Kuala Lumpur",Sentul,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track",False
"The Grand Subang Jaya @ SS15, Subang Jaya, Selangor",2500,563,2.0,1.0,Service Residence,Fully Furnished,"Jalan SS15/8a, SS15, 47500 Subang Jaya, Selangor",Subang Jaya,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"Nibong Tebal, Penang",1300,2500,4.0,3.0,2-storey Terraced House,Partially Furnished,"Nibong Tebal, Penang",Nibong Tebal,Penang,None,False
"【FULLY FURNISHED】YOUTHCITY 2 ROOMS Facing Town KITCHEN CABINET AIRCOND HEATER, Nilai, Negeri Sembilan",1850,750,2.0,2.0,Service Residence,Fully Furnished,"【FULLY FURNISHED】YOUTHCITY 2 ROOMS Facing Town KITCHEN CABINET AIRCOND HEATER, Nilai, Negeri Sembilan",Nilai,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Setia Sky Vista, Relau, Penang",2400,1194,3.0,2.0,Condominium,Fully Furnished,"Lebuh Relau 9, 11900 Relau, Penang",Relau,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Polo Park, Johor Bahru, Johor",1500,1000,2.0,2.0,Apartment,Partially Furnished,"Jalan Bentara Luar 1, 80050 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Swimming Pool, Playground, Jogging Track",False
"The Valley @ SkySierra, Setiawangsa, Kuala Lumpur",1500,380,1.0,1.0,Condominium,Fully Furnished,"Jalan Taman Setiawangsa, AU2, 54200 Setiawangsa, Kuala Lumpur",Setiawangsa,Kuala Lumpur,"Parking, Security, Lift, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court",False
"Menara Greenview, Jelutong, Penang",1400,1200,3.0,2.0,Condominium,Fully Furnished,"No.18, Halaman Tembaga, Taman Greenview, 11600 Jelutong, Penang",Jelutong,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ramah Pavilion, Bayan Lepas, Penang",1200,1000,3.0,2.0,Condominium,Partially Furnished,"Jalan Bukit Gemuruh, Kampung Tengah, 11920 Bayan Lepas, Penang",Bayan Lepas,Penang,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Bennington Residences @ SkyArena, Setapak, Kuala Lumpur",2500,1300,4.0,2.0,Condominium,Partially Furnished,"Jalan Arena 1, Taman Ayer Panas, 53200 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Semenyih, Selangor",1500,1943,4.0,3.0,2-storey Terraced House,Fully Furnished,"Semenyih, Selangor",Semenyih,Selangor,"Parking, Security, Playground, Minimart, Jogging Track",False
"Puncak Hijauan, Kajang, Selangor",1200,1100,3.0,2.0,Apartment,Partially Furnished,"Jalan Pintar 4, Taman Universiti, 43000 Kajang, Selangor",Kajang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground",False
"Plaza Rah, KL City, Kuala Lumpur",2500,1178,3.0,2.0,Condominium,Fully Furnished,"Jalan Raja Abdullah, Off Jalan Raja Muda Abdul Aziz, 50300 KL City, Kuala Lumpur",KL City,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Tennis Court, Squash Court",False
"Perai, Penang",1500,1,3.0,4.0,Semi-Detached House,Not Furnished,"Perai, Penang",Perai,Penang,None,False
"Encorp Marina Puteri Harbour, Iskandar Puteri, Johor",2600,1400,3.0,2.0,Service Residence,Fully Furnished,"Persiaran Dato' Seri Amar, Kota Iskandar, 79100 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house",False
"【FULLY FURNISHED】YOUTH CITY CORNER UNIT AIRCOND WATER HEATER City View, Nilai, Negeri Sembilan",1450,550,1.0,1.0,Service Residence,Not Furnished,"【FULLY FURNISHED】YOUTH CITY CORNER UNIT AIRCOND WATER HEATER City View, Nilai, Negeri Sembilan",Nilai,Negeri Sembilan,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Butterworth, Penang",1500,1,5.0,4.0,2.5-storey Terraced House,Not Furnished,"Butterworth, Penang",Butterworth,Penang,None,False
"Pangsapuri Seri Pulai, Puchong, Selangor",650,650,3.0,2.0,Flat,Partially Furnished,"Jalan PH 4/1 Off Jalan Bakawali, 47000 Puchong, Selangor",Puchong,Selangor,"Playground, Minimart",False
"Traders Garden @ Cheras Selatan, Cheras, Selangor",1800,773,3.0,2.0,Service Residence,Partially Furnished,"Jalan Dataran Cheras 6, 43200 Cheras, Selangor",Cheras,Selangor,None,False
"SP Lodge Sri Pertiwi @ Pines Square, Kuching, Sarawak",1750,960,3.0,2.0,Condominium,Fully Furnished,"Off Jalan Batu Kawa, Pines square, 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Minimart, Multipurpose hall",False
"Prima Regency, Johor Bahru, Johor",1800,1050,3.0,2.0,Service Residence,Fully Furnished,"Jalan Masai Baru, 81100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Club house, Jogging Track, Squash Court",False
"All Seasons Park, Ayer Itam, Penang",1900,1235,3.0,3.0,Condominium,Fully Furnished,"Thean Tek Hwy,, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Rawang, Selangor",1400,1170,4.0,3.0,2-storey Terraced House,Partially Furnished,"Rawang, Selangor",Rawang,Selangor,None,False
"Pan Vista, Masai, Johor",1500,1000,3.0,2.0,Condominium,Partially Furnished,"Jalan Permas 7, Bandar Baru Permas Jaya, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"University Condo Apartments 2, Kota Kinabalu, Sabah",1000,750,3.0,2.0,Apartment,Partially Furnished,"Jalan University Condo Apartment 2, Kampung Keliangau, 88400 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",False
"Iskandar Residences Medini, Iskandar Puteri, Johor",2400,1055,2.0,2.0,Condominium,Fully Furnished,"Persiaran Medini Utara 3, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track, Squash Court",False
"K Avenue Residential, Kota Kinabalu, Sabah",1500,283,1.0,1.0,Service Residence,Fully Furnished,"Jalan Cyber City, 89500 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Meridin Medini, Iskandar Puteri, Johor",1700,1097,3.0,2.0,Condominium,Not Furnished,"Persiaran Medini Utara 3, Off Lebuh Medini Utama, 79100 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area",False
"Puncak Alam, Selangor",1200,1608,3.0,2.0,Townhouse,Not Furnished,"Puncak Alam, Selangor",Puncak Alam,Selangor,"Parking, Security, Playground, Multipurpose hall",False
"Iskandar Residences Medini, Iskandar Puteri, Johor",2900,1455,4.0,3.0,Condominium,Fully Furnished,"Persiaran Medini Utara 3, Medini Iskandar Malaysia, 79250 Iskandar Puteri, Johor",Iskandar Puteri,Johor,"Parking, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Jogging Track, Squash Court",False
"Eco Bloom @ Eco Meadows, Simpang Ampat, Penang",1000,801,3.0,2.0,Condominium,Partially Furnished,"Jalan Eco Meadows Off Jalan Paboi, 14100 Simpang Ampat, Penang",Simpang Ampat,Penang,"Parking, Security, Lift, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",False
"Setia Eco Park, Selangor",5500,7000,4.0,5.0,Bungalow House,Fully Furnished,"Setia Eco Park, Selangor",Setia Eco Park,Selangor,None,False
"KSL Avery Park, Masai, Johor",1599,552,1.0,1.0,Service Residence,Fully Furnished,"Jalan Rinting, Taman Rinting, 81750 Masai, Johor",Masai,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Starview Bay @ Forest City, Gelang Patah, Johor",1100,48,2.0,1.0,Apartment,Fully Furnished,"Jalan Forest City, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Sauna, Barbeque area, Multipurpose hall, Club house, Tennis Court, Squash Court",False
"Suria Jaya, Shah Alam, Selangor",1200,500,2.0,2.0,Apartment,Fully Furnished,"Jalan Padang Jawa, Seksyen 16, 41300 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Ridzuan Condominium, Bandar Sunway, Selangor",1180,930,2.0,2.0,Condominium,Partially Furnished,"Jalan PJS 10/11A, PJS 10, Taman Sri Subang, 46000 Bandar Sunway, Selangor",Bandar Sunway,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court",False
"Shah Alam, Selangor",1300,1500,3.0,3.0,Terraced House,Not Furnished,"Shah Alam, Selangor",Shah Alam,Selangor,Parking,False
"Suria Jaya, Shah Alam, Selangor",1000,450,2.0,2.0,Apartment,Partially Furnished,"Jalan Padang Jawa, Seksyen 16, 41300 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart",False
"Sungai Petani, Kedah",750,1100,3.0,2.0,1-storey Terraced House,Not Furnished,"Sungai Petani, Kedah",Sungai Petani,Kedah,None,False
"Jazz Suites @ Vivacity, Kuching, Sarawak",3000,1200,3.0,2.0,Condominium,Fully Furnished,"Jalan Wan Alwi, Tabuan Jaya, 93350 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool",False
"Tanjung Court, Ayer Itam, Penang",1200,850,3.0,2.0,Apartment,Partially Furnished,"Lebuhraya Thean Teik, Farlim, 11500 Ayer Itam, Penang",Ayer Itam,Penang,"Parking, Security, Lift, Swimming Pool, Playground",False
"Residensi Advena, Shah Alam, Selangor",1600,941,3.0,2.0,Apartment,Not Furnished,"JALAN DAWAI 16/2, SEKSYEN 16, 40000 SHAH ALAM, SELANGOR DARUL EHSAN., 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall",False
"Cheras, Selangor",1900,2019,4.0,3.0,2-storey Terraced House,Not Furnished,"Cheras, Selangor",Cheras,Selangor,None,False
"Bertam, Penang",600,970,3.0,2.0,Cluster House,Not Furnished,"Bertam, Penang",Bertam,Penang,None,False
"Gugusan Semarak, Kota Damansara, Selangor",850,650,3.0,1.0,Flat,Not Furnished,"Off Jalan Camar 4/1, 47810 Kota Damansara, Selangor",Kota Damansara,Selangor,"Parking, Playground",False
"Suria Jaya, Shah Alam, Selangor",1200,550,2.0,2.0,Apartment,Fully Furnished,"Jalan Padang Jawa, Seksyen 16, 41300 Shah Alam, Selangor",Shah Alam,Selangor,None,False
"i-Soho @ i-City, Shah Alam, Selangor",1400,566,2.0,1.0,Studio,Fully Furnished,"Jalan Plumbum 7/102, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart",False
"Sky Loft Premium Suites @ Bukit Indah, Johor Bahru, Johor",3800,1450,4.0,4.0,Service Residence,Fully Furnished,"Jalan Indah 15/2, Bukit Indah, 79100 Johor Bahru, Johor",Johor Bahru,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Tennis Court",False
"Selat Horizon, Klebang, Melaka",900,1300,4.0,2.0,Condominium,Fully Furnished,"Jalan Anggerik 1, Taman Anggerik, 75250 Klebang, Melaka",Klebang,Melaka,"Parking, Security, Lift, Swimming Pool, Gymnasium",False
"Palm Garden Apartment, Klang, Selangor",1000,950,3.0,2.0,Apartment,Not Furnished,"Persiaran Bukit Raja, Kawasan 17, Bandar Baru Klang., 41150 Klang, Selangor",Klang,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Flora Residency, Setapak, Kuala Lumpur",1800,800,3.0,2.0,Apartment,Fully Furnished,"Jalan 1/21c, Off Jalan Gombak, 53000 Setapak, Kuala Lumpur",Setapak,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Regalia Park @ Forest City, Gelang Patah, Johor",1250,840,2.0,2.0,Apartment,Not Furnished,"Jalan Forest City 5, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Minimart",False
"The Signature (Perai), Perai, Penang",1700,1200,3.0,2.0,Condominium,Fully Furnished,"Jalan Lestari, Off Jalan Baru, 13700 Perai, Penang",Perai,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court",False
"Ataraxia Park @ Forest City, Gelang Patah, Johor",1300,590,2.0,1.0,Apartment,Fully Furnished,"Jalan Forest City - Lebuhraya Tanjung Pelepas, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Kuantan, Pahang",1000,1500,4.0,2.0,1.5-storey Terraced House,Partially Furnished,"Kuantan, Pahang",Kuantan,Pahang,Parking,False
"Prima Saujana, Kepong, Kuala Lumpur",1300,990,3.0,2.0,Apartment,Partially Furnished,"Jalan Wangsa 2/6, Taman Wangsa Permai, 52200 Kepong, Kuala Lumpur",Kepong,Kuala Lumpur,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Country Garden Central Park (Serviced Apartment), Tampoi, Johor",1500,550,1.0,1.0,Service Residence,Fully Furnished,"Jalan Bukit Aliff Utama, Taman Damansara Aliff, 81200 Tampoi, Johor",Tampoi,Johor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bukit Rahman Putra, Selangor",1100,1000,3.0,2.0,Townhouse,Fully Furnished,"Bukit Rahman Putra, Selangor",Bukit Rahman Putra,Selangor,"Parking, Security, Minimart, Jogging Track",False
"Bandar Bukit Raja, Selangor",2300,1650,4.0,4.0,2-storey Terraced House,Partially Furnished,"Bandar Bukit Raja, Selangor",Bandar Bukit Raja,Selangor,None,False
"Starview Bay @ Forest City, Gelang Patah, Johor",850,480,2.0,1.0,Apartment,Not Furnished,"Jalan Forest City, Forest City, 81550 Gelang Patah, Johor",Gelang Patah,Johor,"Security, Lift, Swimming Pool, Playground, Jogging Track, Tennis Court",False
"Suria Jaya, Shah Alam, Selangor",1100,500,1.0,2.0,Apartment,Fully Furnished,"Jalan Padang Jawa, Seksyen 16, 41300 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Simpang Ampat, Penang",1800,1200,4.0,2.0,2-storey Terraced House,Partially Furnished,"Simpang Ampat, Penang",Simpang Ampat,Penang,Parking,False
"i-City, I-City, Selangor",1800,800,2.0,2.0,Service Residence,Fully Furnished,"Jalan Multimedia 7/Ah, 40000 I-City, Selangor",I-City,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Cyberjaya, Selangor",5200,3856,6.0,6.0,Semi-Detached House,Fully Furnished,"Cyberjaya, Selangor",Cyberjaya,Selangor,None,False
"Puncak 7 Residence, Shah Alam, Selangor",2000,1166,3.0,3.0,Condominium,Fully Furnished,"Jalan Ferum 7/31a, 40000 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Jogging Track, Squash Court",False
"Prima Indah (The Armanna), Shah Alam, Selangor",1950,1023,3.0,2.0,Condominium,Partially Furnished,"Persiaran Kemuning Prima, 40460 Shah Alam, Selangor",Shah Alam,Selangor,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Beverly Hills 3, Kota Kinabalu, Sabah",1100,760,2.0,1.0,Apartment,Partially Furnished,"Jalan Bundusan, 89500 Kota Kinabalu, Sabah",Kota Kinabalu,Sabah,"Parking, Security, Swimming Pool, Playground, Gymnasium, Minimart",False
"TreeO, Sungai Ara, Penang",1200,950,3.0,2.0,Condominium,Partially Furnished,"Jalan Sungai Ara 10, 11900 Sungai Ara, Penang",Sungai Ara,Penang,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track",False
"Upton, Kuching, Sarawak",2000,753,2.0,1.0,Service Residence,Fully Furnished,"Jalan Arang, Taman Berjaya, 93250 Kuching, Sarawak",Kuching,Sarawak,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",False
"Bandar Sri Sendayan, Negeri Sembilan",1400,2070,4.0,3.0,2-storey Terraced House,Partially Furnished,"Bandar Sri Sendayan, Negeri Sembilan",Bandar Sri Sendayan,Negeri Sembilan,"Parking, Security, Playground, Minimart, Club house",False
